The Cure,The Head on the Door
The Neighbourhood,Chip Chrome & The Mono-Tones
CHVRCHES,Screen Violence: Director’s Cut
Lana Del Rey,Chemtrails Over the Country Club
Illya Kuryaki And The Valderramas,Aplaudan en la Luna (En Vivo)
Illya Kuryaki & The Valderramas,Rockeras Para Recordar
Letters to Cleo,When Did We Do That?
Michael Jackson,Off the Wall
Bruce Springsteen,Born to Run
Ugly Kid Joe,America's Least Wanted
Los Lobos,La Pistola y El Corazon
Miguel Bosé,Bajo El Signo De Caín
Dougie MacLean,Riof
The Chicks,Taking the Long Way
Bob Dylan,The Essential Bob Dylan
U2,October (Deluxe Edition Remastered)
Bon Jovi,New Jersey (Deluxe Edition)
Guns N' Roses,Appetite for Destruction
Gerard McMann,The Lost Boys Original Motion Picture Soundtrack
Joan Manuel Serrat,Dedicado A Antonio Machado Poeta
Lump,Curse of the Contemporary
Girlpool,What Chaos Is Imaginary
Girlpool,Powerplant
Socks and Ballerinas,Soap!
Girlpool,Picturesong
Cocteau Twins,Heaven or Las Vegas (Remastered)
Tears for Fears,Songs from the Big Chair
The Beaches,Late Show
Penelope Scott,Public Void
Lavender Country,Lavender Country
Silvana Estrada,Primeras Canciones
Lucy Dacus,Thumbs
Tom Morello,The Atlas Underground Flood
Twinkle Twinkle Little Rock Star,Lullaby Versions of Phoebe Bridgers
The Japanese House,Chewing Cotton Wool
Bruce Cockburn,Waiting for a Miracle
Ariana Grande,thank u next
The Arrogant Sons of Bitches,Three Cheers For Disappointment
The Smiths,The Queen Is Dead
American Football,American Football (LP2)
Blur,Think Tank [Special Edition]
Pink Sweat$,Nothing Feels Better
Pink Sweat$,Pink Planet
Das Racist,Relax
The Coup,Sorry To Bother You
Ari Lennox,Shea Butter Baby
Ramona Lisa,Arcadia
twenty one pilots,Scaled and Icy (Livestream Version)
Oceanator,Things I Never Said
Jeff Rosenstock,We Cool?
Jeff Rosenstock,WORRY.
Jeff Rosenstock,POST-
James Blake,The Bells Sketch
Gorillaz,The Fall
Damon Albarn,The Nearer the Fountain More Pure the Stream Flows
Kali Uchis,sin miedo // acoustic
Xiu Xiu,OH NO
Hans Zimmer,Dune (Original Motion Picture Soundtrack)
Jóhann Jóhannsson,Arrival (Original Motion Picture Soundtrack)
Junebug,Too Late To Love You
ROSALÍA,LA FAMA (with The Weeknd)
Pinegrove,Alaska
Ghostemane,N / O / I / S / E
Colin Stetson,New History Warfare Vol. 2: Judges
Mitski,The Only Heartbreaker
Safia Nolin,SEUM
July Talk,I Am Water
Jeff Rosenstock,2020 DUMP
Johnny Cash,American IV: The Man Comes Around
King Princess,Pussy Is God
July Talk,July Talk (Deluxe)
Grace Jones,Slave to the Rhythm
Pyotr Ilyich Tchaikovsky,Last Night Of The Proms
The Dresden Dolls,The Dresden Dolls
Charli XCX,New Shapes (feat. Christine and the Queens and Caroline Polachek)
Catnapp,Break
Quinn Christopherson,Erase Me
Murder By Death,Fuego! - EP
Pierce Brosnan,Mamma Mia! The Movie Soundtrack
Phoebe Bridgers,That Funny Feeling
PinkPantheress,I Must Apologise
The Beatles,Let It Be (Super Deluxe)
FINNEAS,Optimist
James Blake,Friends That Break Your Heart
Maryze,B.O.Y.
Phil Collins,Face Value (Deluxe Editon)
Jonathan Groff,Little Shop of Horrors (The New Cast Album)
Kevin Devine,Daytrotter Sessions
Lucy Dacus,2019
Lucy Dacus,My Mother & I
Dntel,Life Is Full of Possibilities (Deluxe)
Lil Nas X,MONTERO
Simon & Garfunkel,The Concert In Central Park (Live)
Train,California 37
Cody Fry,Eleanor Rigby
Ashnikko,Panic Attacks in Paradise / Maggots
Ashnikko,Halloweenie IV: Innards
Rihanna,Good Girl Gone Bad: Reloaded
Emma Ruth Rundle,Blooms of Oblivion
Kevin Devine,Between the Concrete & Clouds
Danai,Attika Tragoudia. Maramena Ta Gioulia Ki I Violes
Lil Peep,Come Over When You're Sober Pt. 1
Thank You I'm Sorry,The Malta House
Black Country New Road,Chaos Space Marine
Dmitri Shostakovich,Shostakovich: The String Quartets
Benjamin Britten,Britten: String Quartets Nos 1-3 & 3 Divertimenti
Ludwig van Beethoven,Beethoven: The Early String Quartets Nos. 1-6
Mykki Blanco,Spring​/​Summer 2014
Open Mike Eagle,Anime Trauma and Divorce
Petal,Magic Gone
Claud,Never Meant To Call
IDLES,Joy as an Act of Resistance.
Ólafur Arnalds,Broadchurch (Music From The Original TV Series)
Rico Nasty,Nightmare Vacation
The Newton Brothers,Midnight Mass: S1 (Soundtrack from the Netflix Series)
Big Thief,Change
Sam Smith,To Die For (Ólafur Arnalds Remix)
Ólafur Arnalds,re:member (choir versions)
Radiohead,Hail to the Thief
Disasterpeace,Fez
Disasterpeace,Rise of the Obsidian Interstellar
MUNA,Saves the World
Teen Suicide,i will be my own hell because there is a devil inside my body
Radiohead,Amnesiac
Pink Floyd,More
John Powell,How to Train Your Dragon (Music from the Motion Picture)
Alice Longyu Gao,I <3 Harajuku
Food House,Food House
Beck,Wow (GUAU! Mexican Institute of Sound Remix)
SZA,Ctrl
Teyana Taylor,K.T.S.E.
Frank Ocean,Blonde
Edward Maya,Stereo Love
Childish Gambino,Redbone
Tai Verdes,DRUGS
Safia Nolin,Dans le noir
Anamanaguchi,Dawn Metropolis
kostromin,Моя голова винтом (My head is spinning like a screw)
Earth Wind & Fire,Raise!
Secession Studios,The Untold
Bo Burnham,Inside (The Songs)
Tommy Genesis,goldilocks x
Mitski,Working for the Knife
Mighty Clouds,Mighty Clouds
Orchards,Leave Us Here (We're Fine)
Orchards,Drive Me Home
Savages,Fuckers/Dream Baby Dream
Clairo,Immunity
Panic! at the Disco,Too Weird to Live Too Rare to Die!
(K)NoW_NAME,ANIME DOROHEDORO ORIGINAL SOUNDTRACK
Gorillaz,D-Sides [Special Edition]
Clouds,Radical Cutting Methods
Poppy,Flux
Danger Mouse,Dark Night of the Soul
Dorian Electra,Gentleman (feat. Danny Brown) [d0llywood1 Remix]
tricot,Dogs and Ducks
alt-J,U&ME
sineila,4GET U
Let's Eat Grandma,Hall of Mirrors
Lunacy,Dust
Elita,Sick Girl
Elita,So Wet
Cult of Luna,Mariner
Rammstein,Mutter
Rammstein,Sehnsucht
The Beatles,Let It Be... Naked (remastered)
Ms. Lauryn Hill,The Miseducation of Lauryn Hill
Adrian Darwent,Tiger Lily
Matt Maltese,Bad Contestant
Marvin Gaye,Favorites
Robin Thicke,Blurred Lines (Deluxe)
Skatune Network,burn the billboard
Half Waif,Mythopoetics
Hatchie,This Enchanted
Purity Ring,Better Off Alone
Purity Ring,soshy
Lorde,Te Ao Mārama
Emma Ruth Rundle,Return
Kevin Devine,Matter Of Time II
Will Wood and the Tapeworms,Self-ish
Bad Books,II
Tim Curry,The Rocky Horror Picture Show - Original Soundtrack
AJJ,Good Luck Everybody
Will Wood,The Normal Album
Archive,Controlling Crowds (Parts I-III)
Squirrel Flower,Take It or Leave It / So Hot You're Hurting My Feelings
Dizzy,The Sun and Her Scorch
Claud,If I Were You
The Front Bottoms,Lover Boy
The Internet,Ego Death
Max LL,Spiritfarer (Original Soundtrack)
Massive Attack,Blue Lines (2012 Mix/Master)
Angelo Badalamenti,Twin Peaks (Music from the Limited Event Series)
Kevin Devine,Make the Clocks Move
Kevin Devine,Little Bulldozer
Charli XCX,Number 1 Angel
Charli XCX,Good Ones
Pancake Manor,Happy and We Know It
JPEGMAFIA,TRUST!
Safia Nolin,xX3m0 $0ng$ 2 $!ng @l0ng 2Xx
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary
Halsey,If I Can’t Have Love I Want Power
Rina Sawayama,Enter Sandman
Safia Nolin,Limoilou
Safia Nolin,Rue de l'ours
Charli XCX,Girls Night Out
Billie Eilish,Happier Than Ever
Kilo Kish,BLOODY FUTURE
Cherry Glazerr,Soft Drink
Opetaia Foa'i,Moana (Original Motion Picture Soundtrack/Deluxe Edition)
José González,Swing
Lady Gaga,The Fame Monster (Deluxe Edition)
Julien Baker,Bloodshot (Helios Remix)
Phoebe Bridgers,Kyoto (The Marías Remix)
Big Thief,Little Things/Sparrow
Crosby Stills & Nash,Crosby Stills & Nash
Bo Burnham,All Eyes On Me (Song Only)
The Front Bottoms,In Sickness & in Flames
Klaus Badelt,Pirates of the Caribbean: The Curse of the Black Pearl (Original Motion Picture Soundtrack)
Crash and the Boys,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack)
Fleetwood Mac,Rumours (Super Deluxe)
Beastie Boys,Ill Communication
Norman Greenbaum,Spirit in the Sky
Rihanna,A Girl Like Me
Ellis,Don't Say ur Sorry
Flume,Lockjaw
Pylot,Shadowtask
Miley Cyrus,Good Morning Music: Pop Throwbacks
CeeLo Green,The Lady Killer
Eminem,SHADYXV
Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
Bee Gees,How Can You Mend A Broken Heart
Ray Parker Jr.,Ghostbusters (Original Motion Picture Soundtrack) [2016]
Dusty Springfield,Dusty In Memphis
Au5,The Encryption
Miranda Cosgrove,Leave It All To Me (Theme from iCarly) (feat. Drake Bell)
Metric,Scott Pilgrim Vs. The World (Original Motion Picture Soundtrack Expanded Edition)
Grant,Color
JAY-Z,The Blueprint 3
Olivia Rodrigo,SOUR
Stephen Walking,Problems
Queen,The Game (Deluxe Remastered Version)
Elvis Presley,Elvis 30 #1 Hits
Elton John,Too Low For Zero
John Travolta,Broadway
The Killers,Pressure Machine
AC/DC,Highway to Hell
Rebecca Black,Rebecca Black Was Here
Willow,lately i feel EVERYTHING
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)
David Bowie,The Next Day
CHVRCHES,How Not To Drown
Laura Marling,Short Movie (Director's Cut)
Laura Marling,Semper Femina (Deluxe Edition)
Wardruna,Skald
Radiohead,OK Computer
Lorde,Stoned at the Nail Salon
Caroline Polachek,Ocean of Tears (umru remix)
Leonard Bernstein,West Side Story (Original Broadway Cast Recording)
Alexis Marshall,House of Lull . House of When
Bleachers,How Dare You Want More
The Weeknd,Take My Breath
Streetlight Manifesto,The Hands That Thieve
Gerard Way,Happy Together (feat. Ray Toro)
Cœur de Pirate,Roses (Deluxe Edition)
Charles Aznavour,Aznavour Live - Palais des Sports 2015
black midi,Cruising
Mud Flow,A life on standby
Breton,War Room Stories
Amanda Palmer,Amanda Palmer Goes Down Under
Mogwai,Happy Songs for Happy People
Local Natives,Hummingbird
alt-J,An Awesome Wave
Philip Glass,Tales from the Loop (Original Soundtrack)
Toby Fox,UNDERTALE Soundtrack
Brian Reitzell,Hannibal Season 2 Volume 1 (Original Television Soundtrack)
Safia Nolin,Limoilou (Deluxe)
Left at London,t.i.a.p.f.y.h.
Billie Eilish,dont smile at me
Conor Oberst,Ruminations
Claude Debussy,Untitled Goose Game (Original Soundtrack)
tricot,いない
tricot,暴露
tricot,10
CHVRCHES,Good Girls
CHVRCHES,Bury It
JFDR,New Dreams
Brian Eno,Ambient Vol. 2: The Plateaux Of Mirror
Backxwash,BLACK SAILOR MOON
Common Holly,Preoccupy / The Moon
Less Than Jake,Hello Rockview
Goldfinger,Hang-Ups
The Groans,Earth Dweller
Rodrigo Amarante,Tuyo (Narcos Theme) [Extended Version] [A Netflix Original Series Soundtrack]
Fonola Band,25 aprile: Festa della Liberazione
C418,Minecraft - Volume Alpha
Lump,We Cannot Resist
twenty one pilots,Trench
IDLES,Model Village (feat. slowthai)
Brian Eno,Reflection
Brian Eno,Ambient 1/Music For Airports
The Felice Brothers,Yonder is the Clock
Billie Eilish,NDA
King Woman,Boghz
Daniel Koestner,Donut County (Original Soundtrack)
Choking Victim,Crack Rock Steady EP/Squatta's Paradise
The Front Bottoms,The Front Bottoms
Modest Mouse,The Golden Casket
Caroline Polachek,Bunny Is a Rider
of the gods,And So It Begins
Thom Yorke,Creep (Very 2021 Rmx)
Hobo Johnson,The Revenge Of Hobo Johnson
Rebecca Black,Friday (Remix)
Wolf Alice,Don't Delete The Kisses (Charli XCX x Post Precious Remix)
Shingo Nakamura,Glow
John Williams,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)
Poppy,Her
Placebo,Placebo
Harley Poe,The Dead and the Naked
Harley Poe,Satan Sex and No Regrets
Glass Beach,the first glass beach album
King Woman,Psychic Wound
Manchester Orchestra,Bed Head (Local Natives Remix)
James Brown & The Famous Flames,I Got You (I Feel Good)
Big Red Machine,Big Red Machine
Big Red Machine,Latter Days (feat. Anaïs Mitchell)
CHVRCHES,How Not To Drown (feat. Robert Smith) [Robert Smith Remix]
Ashnikko,Slumber Party (feat. Princess Nokia) [Remixes]
Half Waif,Horse Racing
NxTime,keep in touch
Dev Lemons,Lemontopia
Rodrigo Amarante,I Can't Wait
Little Big Town,Sad Country
Blur,Blur
Blur,13
Blur,Modern Life Is Rubbish
Daughters,Canada Songs
Raphael Saadiq,Stone Rollin'
Rodrigo Amarante,Cavalo
Mavis Staples,Only For The Lonely
Mavis Staples,We Get By
Car Seat Headrest,MADLO: Influences
Blur,Bustin' + Dronin'
Blur,Leisure
Car Seat Headrest,Commit Yourself Completely
XVOTO,XVOTO
The Specials,More Specials (Deluxe Version)
Vince Staples,LAW OF AVERAGES
Orville Peck,Born This Way (The Country Road Version)
ME REX,Megabear
The Front Bottoms,Voodoo Magic
Little Simz,Rollin Stone
Hayley Williams,FLOWERS for VASES / descansos
Tommy Genesis,peppermint
Schmid,140
King Woman,Morning Star
NGHTCRWLR,Let the Children Scream
Fiona Apple,When the Pawn...
Stevie Nicks,Bella Donna (2016 Remastered)
The Doors,Morrison Hotel
Kevin Devine,Bulldozer
Kevin Devine,We Are Who We've Always Been
Kevin Devine,Lakes On The Moon
Wolf Alice,Blue Weekend
Slayyyter,Troubled Paradise
twenty one pilots,Shy Away (Livestream Version)
Lucy Dacus,Brando
Lucy Dacus,VBS
Billie Eilish,Lost Cause
Kevin Devine,Instigator
Nada Surf,The Weight Is a Gift
CHVRCHES,Triple J Like A Version
Lump,Climb Every Wall
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?
CHVRCHES,Hansa Session
The Doors,The Doors
Linton Kwesi Johnson,Bass Culture
Molly Nilsson,These Things Take Time
The Chicks,The Essential The Chicks
Against Me!,New Wave (U.S. Version)
Hildur Guðnadóttir,Saman
Bright Eyes,Digital Ash in a Digital Urn
Manchester Orchestra,Bed Head (Acoustic)
The Hotelier,Home Like Noplace Is There
The Garages,Immaterial Shores
IDLES,Damaged Goods
Bachelor,Doomin' Sun
Bright Eyes,Digital Ash in a Digital Urn (Remastered)
The Mountain Goats,The Slow Parts on Death Metal Albums
Old Gods of Asgard,Control (Original Soundtrack)
Japanese Breakfast,Be Sweet
Barry Uhl,The Stargazer's Bible
Colleen,A Flame my Love a Frequency
Bleachers,Stop Making This Hurt
Rubio,Mango Negro
Freddie Mercury,Barcelona
twenty one pilots,Vessel
Rodrigo Amarante,Maré
Bleachers,chinatown (feat. Bruce Springsteen)
Bleachers,45
Charli XCX,Spinning (A. G. Cook Remixes)
Daniel Pemberton,Spider-Man: Into the Spider-Verse (Original Score)
Caifanes,El Silencio
Gabriel Gundacker,I Wanna Meet Richard Dreyfuss
Infinite Body,Avolition
Heron Oblivion,Heron Oblivion
sineila,Blow!
Interpol,Marauder
Kevin Devine,Live at St Pancras Old Church
Arca,Arca
Arca,KiCk i
Sleater-Kinney,The Center Won't Hold
Sleater-Kinney,Worry With You
SubRosa,More Constant Than The Gods
My Dying Bride,Like Gods of the Sun
My Dying Bride,As The Flowers Withers
My Dying Bride,Macabre Cabaret
Backxwash,Deviancy
Little Simz,Woman
Tony Allen,There Is No End
Frightened Rabbit,late march death march
Manchester Orchestra,Bad Things To Such Good People
Vitamin String Quartet,Funeral: VSQ Performs My Chemical Romance
Cameron Vale,Jouska
Vitamin String Quartet,VSQ Performs the Hits of 2020 Vol. 2
Hypnotic Brass Ensemble,Bad Boys of Jazz
Backxwash feat. Will Owen Bennett,God Has Nothing To Do With This Leave Him Out Of It
Backxwash feat. Devi McCallion,GOD HAS NOTHING TO DO WITH THIS LEAVE HIM OUT OF IT
Los Hermanos,Ventura
J Balvin,Future Nostalgia (The Moonlight Edition)
Modest Mouse,We Are Between
Anamanaguchi,Aurora (Meet Me in the Stars)
Good Morning,Mollyduker / Keep It
Trixie Mattel,Video Games
Trixie Mattel,Jackson (feat. Orville Peck)
Rina Sawayama,Chosen Family (with Elton John)
Gorillaz,Gorillaz (Gorillaz 20 Mix)
Gorillaz,Humanz (Gorillaz 20 Mix)
Little Simz,Introvert
Florence + the Machine,Light Of Love
Rachel Chinouriri,Four° In Winter
The London Suede,Dog Man Star (Remastered)
The Garages,TAKEOVER (live at TAKEOVER)
The Garages,CONSUMED
Daughters,Daughters
Kero Kero Bonito,Bonito Recycling
The Garages,the garages kill the gods
Jonny Greenwood,Inherent Vice (Original Motion Picture Soundtrack)
Amanda Palmer,Amanda Palmer Performs the Popular Hits of Radiohead on Her Magical Ukulele
IDLES,Ultra Mono
Snail's house,Snö
John Carpenter,Halloween Motion Picture Soundtrack
Louie Zong,Thumbnail
CHVRCHES,He Said She Said
Vitas,Философия Чуда
The Chicks,March March
Lady Gaga,Chromatica
Paul McCartney,McCartney III
Paul McCartney,McCartney III Imagined
Good Morning,Prize//Reward
CHAI,PUNK
CHAI,Nobody Knows We Are Fun
Taylor Swift,Fearless (Taylor's Version)
David Bowie,Metrobolist (aka The Man Who Sold The World) [2020 Mix]
M.I.A.,Kala
Billie Holiday,Lady Sings the Blues
Godspeed You! Black Emperor,G_d's Pee AT STATE'S END!
Left at London,Transgender Street Legend Vol. 2
Arcade Fire,I Give You Power
Audioslave,Out of Exile
Audioslave,Audioslave
Foo Fighters,There Is Nothing Left to Lose
Chris Cornell,Songbook
Jewel,Pieces of You
Kylie V,Big Blue
Lil Nas X,MONTERO (Call Me by Your Name)
Margot & the Nuclear So and So's,Broadripple Is Burning (Acoustic)
Kilo Kish,mothe
Billie Eilish,Lo Vas A Olvidar (with ROSALÍA)
Sophie,OIL OF EVERY PEARL'S UN-INSIDES Non-Stop Remix Album
David Bowie,Blackstar
Three Days Grace,Three Days Grace (Deluxe Version)
Stormzy,Heavy Is the Head
St. Vincent,Strange Mercy
Half Waif,Take Away the ache
David Peacock,Hollow Knight Piano Collections
Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven
The Black Keys,Brothers
The Black Keys,Brothers (Deluxe Remastered Anniversary Edition)
Julien Baker,Julien Baker on Audiotree Live
Chelsea Wolfe,Anhedonia
IDLES,Colossus (Tricky Remix)
Tierra Whack,Whack World
Adrianne Lenker,A-Sides
Wolf Alice,Blush EP
The Knife,Live at Terminal 5
Cmten,NEVER MET! [100 gecs r3mix (feat. Glitch Gum)]
Kendrick Lamar,To Pimp a Butterfly
The Weeknd,Trilogy
Tunng,Tunng Presents...DEAD CLUB
Blood Orange,Angel's Pulse
St. Vincent,Pay Your Way In Pain
Kero Kero Bonito,The Princess and the Clock
Little Simz,Stillness In Wonderland (Deluxe Edition)
David Bowie,Low (2017 remaster)
David Byrne,American Utopia
Wingnut Dishwashers Union,Burn the Earth! Leave It Behind!
The Homeless Gospel Choir,Presents: Normal
Poppy,I Disagree
Emma Blackery,Crying
Half Waif,The Caretaker
Big River Cree,Just For U
Xiu Xiu,A Bottle of Rum
Perfume Genius,Eye in the Wall
Perfume Genius,Pop Song
Perfume Genius,Describe (A. G. Cook Remix)
Perfume Genius,Your Body Changes Everything (Boy Harsher Remix)
88rising,Freaks
Fiona Apple,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do (Expanded Edition)
Caroline Polachek,Breathless
Bat for Lashes,Two Suns
Manchester Orchestra,Bed Head
Kevin Devine,Social Club: Covers
Akira Yamaoka,Silent Hill Original Soundtracks
Rat Tally,Shrug
No Rome,Crying in the Prettiest Places
No Rome,Spinning (with Charli XCX & The 1975)
Evanescence,Songs From The Bitter Truth
Evanescence,Synthesis
Mdou Moctar,Tala Tannam
King Gizzard & The Lizard Wizard,Infest the Rats’ Nest
Slayyyter,Clouds
ORACLE666,Celadon Haze
